# %ECSV 1.0
# ---
# datatype:
# - {name: Buid, datatype: string}
# - {name: 'ROI #', datatype: int64}
# - {name: 'CellID #', datatype: int64}
# - {name: 'Barcode #', datatype: int64}
# - {name: id, datatype: int64}
# - {name: zcentroid, datatype: float32}
# - {name: xcentroid, datatype: float32}
# - {name: ycentroid, datatype: float32}
# - {name: sharpness, datatype: float32}
# - {name: roundness1, datatype: float32}
# - {name: roundness2, datatype: float32}
# - {name: npix, datatype: int64}
# - {name: sky, datatype: float32}
# - {name: peak, datatype: float32}
# - {name: flux, datatype: float32}
# - {name: mag, datatype: float32}
# schema: astropy-2.0
Buid "ROI #" "CellID #" "Barcode #" id zcentroid xcentroid ycentroid sharpness roundness1 roundness2 npix sky peak flux mag
00c4f6fc-d76b-41f6-8fea-cca5a6b3b560 5 0 27 26 9.763867 167.79997 326.9791 0.54115224 7.9491196 0.54115224 263 0.0 705.0 14100.0 -10.373048
5823d66d-bc59-43a1-86e5-57864d857e2a 5 0 27 27 10.085798 100.206024 331.43628 0.4638448 7.9491196 0.4638448 263 0.0 893.0 17860.0 -10.6297035
5f4246ab-4403-4f3b-982b-62a3a579c4ed 5 0 27 28 10.666756 285.6393 341.591 0.5393519 7.6345906 0.5393519 233 0.0 494.0 9880.0 -9.986893
016814dd-53ed-45e3-8de6-c000ebb313da 5 0 27 29 10.332862 322.4359 507.28156 0.5694444 7.7740173 0.5694444 246 0.0 6031.0 120620.0 -12.703548
49f689eb-eac0-49b5-a7fb-f5a3ced20903 5 0 27 30 11.10294 74.57716 6.7898955 0.41269842 7.9187794 0.41269842 260 0.0 798.0 15960.0 -10.507583
9ccd26a9-ef4a-4911-b70e-8d1bc8d109f6 5 0 27 31 11.276238 494.12164 134.92737 0.5074074 8.058434 0.5074074 274 0.0 819.0 16380.0 -10.535785
08dde1e9-d76e-4a1a-ac0c-5642bcff5c9e 5 0 27 32 11.470694 107.430405 427.7177 0.54761904 7.339344 0.54761904 207 0.0 60987.0 1219740.0 -15.215668
4d48621d-ad19-45cf-89cb-03298a1fa387 5 0 27 33 13.33762 129.84181 180.55988 0.5648148 7.752892 0.5648148 244 0.0 791.0 15820.0 -10.498016
859dd9e0-1f19-4f41-a329-e55c7ad249ee 5 0 27 34 13.098374 115.10436 187.44044 0.4702381 7.678032 0.4702381 237 0.0 962.0 19240.0 -10.710513
42140484-d021-4b74-b692-def0908cad54 5 0 27 35 13.278647 210.28468 392.9173 0.3726852 6.7495646 0.3726852 161 0.0 6532.0 130640.0 -12.790191
4359156e-3c4d-4a17-b9d5-f17cdaeb6b5b 5 0 27 36 13.289387 210.26108 392.93137 0.41666666 5.3460183 0.41666666 80 0.0 4027.0 80540.0 -12.265029
8ac2250d-de74-44a3-a7e0-b3b87a7caad1 5 0 27 37 13.258274 461.2843 8.236495 0.5031746 8.459672 0.5031746 317 0.0 548.0 10960.0 -10.099526
df696f52-19ab-4197-bbed-2b1e58949962 5 0 27 38 12.784425 322.9473 11.0427065 0.525463 7.568487 0.525463 227 0.0 360.0 7200.0 -9.643332
079e8227-243b-4455-a4e1-983f91120fad 5 0 27 39 13.837566 475.74835 32.602478 0.5578704 7.720987 0.5578704 241 0.0 12842.0 256840.0 -13.524157
8d4c01cf-d231-402c-b53c-7d3989d05281 5 0 27 40 13.988115 176.49124 231.8296 0.5546875 7.409581 0.5546875 213 0.0 655.0 13100.0 -10.293179
19839436-ae46-458d-8c5c-b03be984bae5 5 0 27 41 13.541416 442.49182 288.7732 0.5598958 7.4327 0.5598958 215 0.0 5127.0 102540.0 -12.527233
1849ff72-30c9-4eda-867c-37d933f5d8c2 5 0 27 42 14.946614 19.134748 8.949977 0.5089286 7.5795846 0.5089286 228 0.0 1003.0 20060.0 -10.755827
4acefb00-fa02-414b-b66d-db10e63bf6e4 5 0 27 43 15.013538 459.79053 42.929646 0.5164609 7.826334 0.5164609 251 0.0 489.0 9780.0 -9.975847
36ed90e0-8722-4860-995f-fa6e795a56a3 5 0 27 44 15.351564 326.867 125.154495 0.5324074 7.6016827 0.5324074 230 0.0 9159.0 183180.0 -13.157195
a49df376-6fee-49ab-acfa-0a3a06f0f27f 5 0 27 45 14.851719 84.4024 161.16669 0.483165 8.183914 0.483165 287 0.0 865.0 17300.0 -10.595116
c83dcddd-f87f-4be5-a4c4-0a87ce25634f 5 0 27 46 14.4504 259.71863 389.43652 0.42460316 7.421159 0.42460316 214 0.0 457.0 9140.0 -9.902366
515bd178-6dc7-4f35-adf5-cc537f314bda 5 0 27 47 15.199687 43.818047 413.4966 0.5925926 7.87796 0.5925926 256 0.0 1037.0 20740.0 -10.792022
ae29fb9f-8b5e-499e-87f7-a846d786ba33 5 0 27 48 15.728019 107.20967 36.51852 0.5486111 7.678032 0.5486111 237 0.0 2792.0 55840.0 -11.867364
925c3aa9-142e-4c5e-bff9-f03ee3573c7e 5 0 27 49 15.634992 301.3828 122.08322 0.52469134 7.867689 0.52469134 255 0.0 1673.0 33460.0 -11.311315
c60a05a9-07e1-4f86-a53d-19b0d4236e66 5 0 27 50 16.251501 141.7987 122.498344 0.2685185 6.5181317 0.2685185 145 0.0 1349.0 26980.0 -11.077605
4f5e27b0-7c02-4c90-8f0a-7b20c714a4e6 5 0 27 51 15.373454 196.31801 239.77075 0.42328042 7.710293 0.42328042 240 0.0 769.0 15380.0 -10.467391
f588f4ad-590e-4292-b7e1-521d7bb5fef2 5 0 27 52 16.250612 182.06535 36.730896 0.4814815 7.6454973 0.4814815 234 0.0 43478.0 869560.0 -14.8482485
38141112-183e-44fe-90de-42dfbbb852bd 5 0 27 53 16.380564 141.9134 122.57136 0.31851852 6.8999076 0.31851852 172 0.0 1320.0 26400.0 -11.054009
0e664dc4-ea9c-4364-9b83-17e2afe82527 5 0 27 54 16.492529 279.3719 254.65395 0.44444445 7.4442058 0.44444445 216 0.0 751.0 15020.0 -10.441675
7ab8bd65-b91d-4f96-916b-f0c67ee3ec6c 5 0 27 55 16.463287 279.21573 254.86855 0.29166666 3.767499 0.29166666 28 0.0 604.0 12080.0 -10.205168
